Text,is_humor
—¡TE AMO! —¡Awww! —¡FELIZ DÍA DE LOS INOCENTES! —¡Ay! :(,1
"-¿Cuál es el pájaro que hace siempre sus nidos en las iglesias? -El Ave María
#chiste #Adivinanza",1
Mañana shempions 😏,0
vivimos el 01/01/01 02/02/02 03/03/03 04/04/04 05/05/05 06/06/06 07/07/07 08/08/08 09/09/09 10/10/10 hoy 11/11/11 luego 12/12/12/ y el 2013?,0
"—¿Cómo se llama la mujer que puede leer la mano y el tarot? —Adivina —¡Pues no sé estúpido, por eso te estoy preguntando! ¬¬",1
"Si es fría, entiéndela.
Si es tierna, quiérela.
Si es celosa, cuídala.
Si es cariñosa, abrázala.
Si es complicada, escúchala.",0
"HIJO ¿PorQué te tatuaste? —Ay mamá, ni me regañes, tú tienes tatuajes en las piernas y nadie te dice nada. —SON VARICES, PENDEJO #xD #JAJAJA",1
Dos días sin ig. Reporte iformativo: Me siento libre ahre,0
"iba en el bus sentado. una señora que iba parada como de 70  me quedo viendo X todo el camino,no cabe duda que la putería no tiene edad guau",0
— Me da un pollo a lo vaticano por favor. — ¿Y cómo es eso? — SIN PAPA.,1
"La mejor parte de la película ""el Rey Leon"" es cuando Nicki Minaj levanta a Simba.",1
"“Ya estoy a 5 minutos, espérame.”

— Alguien que todavía ni se arregla.",1
Vanucci y Garfunkel nuevamente en la mira por la muerte de Pocho La Pantera.,0
"Odio a AMLO

FRASES PARA LIGAR",0
"Que lindo no tocó un libro hasta abril,ahre que el 10 ya arrancó inglés  🙃",0
Ahora que la FIFA ha ampliado el plazo del Balón de Oro voy corriendo a la Play a ganar la Copa Konami. Así gano votos y un título en 2013.,0
"La perra mia sabe cuando la regaño; baja la cabeza,mentalmente me envia al carajo y se va a su camita.",0
"Se compran un iPhone 7 por su elegante diseño y le ponen una funda de Bob Esponja o Hello Kitty, tengan un gramo de madre.",0
"Ojos de gato, patas de rana, que aparezca en mi mano una caguama.",0
"Me acabo de estacionar tan mal que al bajar de mi coche, unos albañiles me empezaron a gritar: “¡Adiós, mamacita!”",1
@Caarladiazlopez cambia la edad de tu descripcion no,0
"-Pepito ¿Sabes a donde van a parar los niños que roban el dinero a los mayores? 
- Si señorita, al cine...
#Chist...",1
Bañito y a Pico 🤗,0
MAMAAAAAAAAAAAAAAAAA! - QUE! - VEEEEEEEEEN RAPIDO! - PERO QUE PASA! - VEN!! - UY QUE PASA?! - APAGAME LA LUZ Y CIERRAME LA PUERTA PORFA♥ #xD,1
Excelente recupero el blok del perro ya pronto voy a subir nuevas entradas de anecdotas de la vida de un perro guau,0
"Ella; hola Mi vida ¿donde andas? 
El; en mi casa, a punto de dormir ¿y vos? 
Ella; en el bar, atrás de vos ¬¬
El; .__.",1
"¿Sabías que...?

Si duermes 8 horas diarias, tomas dos litros de agua al día, comes saludable y haces ejercicio, igual te vas a morir. 😌",1
"Tuve mala suerte con mis dos esposas, la primera me abandonó, la segunda nunca no lo hizo...",1
dEJEN DE PREGUNTAR SI YA RENDI LA PUTA QUE LOS PARIO,0
Tengo mil maneras diferentes de decirte lo que siento y siempre elijo la peor.,0
Son la peor vergüenza del carnaval del pais,0
"Desde ayer no saco PERFECTO de mi cabeza 😩💖

PERFECTO ARISTEMO",0
La diferencia entre Seno y Mama es que la primera es una glándula y la segunda una orden.,1
"—No salgas con nadie, le hace daño al bebe

— ¿Cuál bebe?

— Yo.",1
La vida me sonríe porque a cualquiera le causaría gracia ver todas las veces que la cago.,1
Me da mucha curiosidad saber cómo reaccionaría la gente que me conoce si yo muero,0
"Salté un charco y me desgarre un huevo.
Lo quería compartir con ustedes",0
que loco ese jevo dejándome de seguir,0
¿Felicidad? Eso me da cada instante que te veo.,0
es una niña culicagado de esos grupitos feminazis lo se porq a mi me odia por que un dia le dije guau,0
Odio esa gente que le escribes algo lindo y les da igual. A mí me escribes algo lindo y ya me la estoy jalando pensando en ti.,0
"-Terminator, a qué debo tu visita? -Doctor me falla el sentido del gusto, el tacto, el oído, el olfato y hasta la vista, baby.",1
"Top cosas que deberían ser ilegales:

1) Tener tu sonrisa.",0
Chao beibis,0
"Típico: Te acuestas, apagas la luz, te tapas, te acurrucas, cierras los ojos, hasta que..... ¡MIERDA! ¡LA TAREA!",1
"Que vas a hacer el 14 de febrero? -voy a estar con mi novio, vos? -voy a estar con, con, puedo ir con ustedes? #XD",1
Era obvio q no lo cogían #LaVozKids1,0
"No tengo iPhone, iMac ni IPad porque no iPlata.",1
"Te iba a mandar un mensaje de buenos días, pero de aquí a que me lo contestes mejor te deseo feliz Navidad y un próspero año nuevo.",1
"— Policía, ¡me robaron!
— ¿Qué le robaron?
— Un celular.
— ¿Qué marca?
— Huawei.
— JÁJAJAJAJAJ No jodás.",1
"""Ahhhhh, sí ya te entendí"" 

—Yo cuando no he entendido nada.",1
ven quiero sentir tus palpitaciones e Intensificar la excitación de tus exhalaciones -88-,0
"MARTES DE Chamba, ni pepe.🤷‍♂️",0
Pronto llegará el Día de mi suerte,0
¡Se van a la mierda con la puta madre que los parió! ¡Basta de decir que los que no cogemos tenemos mal humor!,1
"Hoy si quiero hablar con alguien, but forever sola ?",0
"Hoy me dijeron “que bonito” y me emocione, bueno en realidad me dijeron ”que bonito chingas” pero yo solo me enfoco en lo positivo.",1
"Quiero trabajar de vender fiaca a quién no tiene. Debe ser triste escuchar la lluvia y que te den ganas de no sé, TRABAJAR. Dios me libre.",1
Con auriculares: No me hables. Sin auriculares: No me hables.,1
Es mi imaginación o le estan cortando a #MaralMx ?,0
"Cómo le gusta al mozo de bar hacer alarde de su memoria. Anotar en una libretita no te hace menos macho.
-¿Una milanesa con fritas era?
-No",1
Te extraño. Por si te lo perdiste.,0
"Mírenlo por donde lo miren, el Patriarcado siempre gana.",0
"si la cerveza victoria me siguiera aqui, me dejaria alcanzar con gusto guau",1
La NASA confirmó que en otros siete planetas más creen que sos un pelotudo.,1
"-Una orden de tacos, pero con salsa de la que no pica.
-Claro que sí joven. ¿En plato normal o de princesa de Disney?",1
No hay nada más peligroso que hablar mientras duermes.,0
"Faltan dos semanas para San Valentín, ya te estoy guardando la prueba de amor de regalo, no la vayas a cagar.",0
"escribi algo re lindo pero me da vergüenza subirlo, la historia de mi vida",0
"Quédate con quien te imagine de blanco caminando hacia el altar por un camino de rosas, porque desnudarte con la mirada lo hacen todos.",0
"Ahora Down Under by Men at Work.
Este hombre sabe lo que hace.",0
¿Cuál es el animal que no come el domingo? ¡El que matan el sábado! #fb,1
"Sin suerte, como mamushca claustrofobica",0
Típico: Hablar por teléfono y hacer un recorrido turístico por la casa.,0
A veces quisiera poder irme de mi por momentos para cagarme de risa de lo pelotudo que soy.,0
"Se puede robar todo a un hombre, excepto su estilo. El estilo es inviolable.",0
No le sobrarán unos zapatos al Chicharito? JAJAJAJAJA a ese me le entrego las veces que sean necesarias!,0
"#EnLaRepublicaLibreYSoberanaDeGretchen Solo se usa""Energia Natural""(solar,viento o agua)Y PUNTO!",0
¿Cuál es el agua que saca peores calificaciones? El agua cero,1
Recuerdo que los besos eran el motor de arranque.,0
"—Te extraño. 
—Ok. 
—¡Ay, qué seco!
—💦💦 Ok 💦💦.",1
"#Chiste ¿Bailamos? 
-Claro, ¿Pero quién saca a mi amiga? 
-Ahhh, por eso no te preocupes, ¡SEGURIDAAAAD! #chistes RT",1
Diosito jugando GTA en Niza.,0
Tu no tienes la crisis de los 40 tú lo que tienes es rechazo social.,0
"EEESSOOO EEEHH!!!""@baasoexia: Este hangover me lo quita la playa""",0
"Se fue Enrique el brujo, todos levanten sus baritas, Lumos máxima. #MasterChefMx",0
Amistad nivel: Golpear a tu amigo sin haberte hecho nada.,0
Falta poco ♥,0
¡Vamos con la 5ta pregunta! ¿Quien ganara? #JajaChistesGAME,0
"Todavía estoy esperando el día para usar 5x² + 7 [(x + 2y² = a -z)] + 2x² + (-2z = 2,4) + 10y - 5z² = 5xy² en la vida real.",1
"Amanecí con ganas... 

De seguir durmiendo.",1
"Lo barato sale caro, y se paga un precio demasiado Caaarooooo",0
Qué feo se ha de sentir ser Moreno y que cuando se bloquee la pantalla de tu celular no poder ver tu reflejo.,0
"#TIPICO: Yo: (subo el volumen) ▁▂▃▄▅▆▇ 1OO%
Mamá: BÁJALE.
Yo: bajo volumen▁▂ 5%
Mamá: (se va).
Yo: (le subo el volumen a todo) ▁▂▃▄▅▆▇ 1OO%",1
"¿Inmaduro Yooo?, JAJAJA ...que se me hace que no te veré en mi piñata hoy...",1
Dos semanas de vacaciones y ya empezamos las clases devuelta... EN QUE MOMENTO PASARON LAS VACACIONES???,0
AH QUE CARADUUUUURA,0
"—¿Me da una camioneta?
—¿4x4?
—Veinticuatro, pero ya dame mi camioneta.
—No, por burro.
—Ay. :(",1
Me alegra todo ailin.  Onda que venia re bajon y ella me sube el ánimo tan rapidooo,0
"Soy una maravilla de ex, no fastidio, no extraño, jamás vuelves a saber de mi.",0
Anoche me dormí temprano y ahora no tengo sueño. Ésto de ser abuelito no está tan mal.,0
Ahora se viene el Tomatiespam.,0
Te deseo suerte y un millón de noches de insomnio pensándome.,0
¿Por qué no estoy en el Cruz Azul si también juego bien culero?,0
Siempre hay que tener la mente BIEN OCUPADA.,0
Vamos con Tokio #HotelVictoria,0
"—¡Gritale al mundo que me amas! 
—Te amo. 
—¿Por qué me lo dices al oído? —Porque tú eres mi mundo.",0
"Y termino este #RAWCL

Resumen de este show: el Gauntlet Match de 2 hrs

Nos vemos mañana",0
No me creés que dejé el juego? Qué apostamos?,1
"No sé qué tiene Alicia Keys encima de la cabeza, pero le doy.",0
Nose como le hacen 😥,0
🐽sos re buena ondaa,0
"#JamásMeVoyAOlvidarDe los verdaderos amigos que he hecho en la escuela, la vida no sería igual sin ellos.",0
"Le pusieron San Valentín porque ""dejame que te haga el orto"" era muy largo",1
#Clasificados: Psicópata asesino busca chica para relacion corta. #chistes RT.,1
"Un bombillo en una fiesta le dice a otro:
-Te noto como apagado.
Y el otro responde:
-No, es que estoy fundido.
#...",1
¿Qué le dijo un OJO a otro OJO? Tan cerca y no nos vemos.,1
"Cuando vio como Yué se lo llevaba reía un poco siguiendo le, no tardó en alcanzar a la menor quedando a su lado.",0
Pocas pollas habéis visto algunas si creéis que todas son como las que salen en Twitter.,0
#ExcusasCuandoLlegoTarde se me quedo sin batería el Apple Watch.,0
"¿Por qué te caen tan bien los submarinistas?
- Porque en el fondo son buena gente...",1
Más vale estar soltera y parrandera que casada y barrendera.,1
Y después como mosquita muerta que no hace nada,0
"- Doctora, todo el mundo me ignora.
- El siguiente, por favor.
#Chistes #Humor #Anecdotas #Doctores #Médicos #Pac...",1
"La vida del hombre es larga y dura, pero es mas larga y dura la del Burro... by @ChristianRicald #fb",1
El dedo chiquito del pie nació para darle sentido a las patas de las camas  #xD,1
Harry Potter y el misterio de por qué en todas las familias siempre hay una prima o una tía a la que le apodan “la nena”.,1
"@OmarPrietoGob DIOS te bendiga, necesitó comunicarme con usted, soy la Coord. 0800saludya del municipio Jesús Enrique Lossada",0
"-¡UN OVNI!  -¡Rápido, agarra la peor cámara que tengamos y graba como si tuvieras parkinson!",1
"Ese olor es del Diiaablooo!!! No accedas a la tentacion!_@josedcrespo: no he desayunado y ya huele a patitas de cerdo...""",0
Ahora sí morros todos  #ConClaroVideoYNoggin,0
—Tengo la sensación de haber estado antes aquí. —¿Cómo lo sabes? —El wifi se me ha conectado solo.,1
Hay un graffiti en un puente... -Unos: ¡VANDALISMO! -Otros: ¡ESO ES ARTE! -Yo: ¿Cómo coño hizo para subir ahí?,1
"—¿Cuántos semestres tiene tu carrera?
—9.
—¿Y cuántos te faltan?
—14.",1
este esta buscando q me lo garche,0
"Oye Netflix, ¿por qué tengo que esperar 15 segundos para el próximo episodio? Ya ponlo chingadamadre, el tiempo es oro.",1
"Dios, dame ganas de estudiar porque con las de dormir te estás pasando.",0
"—Oye Peña Nieto ¿Quién crees que sea el sucesor del Papa #BenedictoXVI ? 
— Bueno, si mis cálculos no me fallan, debe ser #BenedictoXVII.",1
Si los fans de Justin Bieber son beliebers... ¿los fans de Chris Brown son brownies?,1
"Mujeres que miden mas de 1.70 y usan tacones, ¿a quién se quieren ligar? ¿A Godzilla?",1
—Me da x²+4y+8 de tomate y 2(x²+8xy²) de cebolla. —¡No mame! Pídalo bien. —¡CÁLLESE Y APÚRESE! ¡Que no estudié álgebra a lo pendejo! #xD,1
Mi fantasía sexual es que la gente que se sube a los autobuses deje de ser tan animal y se bañen antes de subirse.,0
"—¿No te preocupa que a tu edad todos tus amigos ya estén casados y con hijos?
—Sí me preocupa, pero no sé cómo ayudarlos.",1
-Digale a su wila que deje de imitarme. -¡Carlos! ¡Deja ya de actuar como idiota!,1
"-Decí ""árbol"" -Árbol -Te la puse con vaselina! -Eh? -No pega, pero patina",1
Estaba ordenando mi cuarto y encontré una cama debajo de mi ropa,1
No existe película de terror que supere aquella sensación de tocarse el bolsillo y no sentir el celular.,1
Estoy hartó de que el autocorrector me cambié la mitad de lo que tecleó poniendo tiempos pasados donde no vienen al casó.,1
Brasil pegando más que el Rincón,0
"Jaimito ve al diablo: -Señor ¿y su esposa? -Soy soltero, no tengo esposa. -Siii claro! ¿Y ESOS CACHOS? #fb",1
Juro que los semáforos a la mañana duran mas que mi propia vida amorosa 😟😑,1
Si este tuit llega a 420 likes me retiro para siempre del internet y busco trabajo en algún cyber,0
"Ten mucho cuidado al comprar una cuna para tu bebé, te podría pasar como a esta mujer!",0
"Mi prense me pregunto si seguía con ivan y como estaba,LAS AMO",0
"La profesora de Jaimito en clase, pregunta:
- Pepito si tiramos una piedra al agua, ¿Qué pasa?
- Que se hunde.
- Juanito si tiramo...",1
No hay nada mas rico que el arroz blanco con aguacate 💚,0
No tengo prejuicios; odio a todo el mundo por igual. ¬¬,0
"Había una vez un leproso que le estaba echando sal a la sopa, y se le fue la mano #chistes",1
"Estoy molida,pero mi suegra esta peor,trabajo como mulita en el CEAPR. Asi q mañana,ella se queda sentadita y yo y mi husby limpiamos!",0
la enamorare hasta el vicho guau,0
"#Chiste Mama, mama, mama
Que pasa hijo
En la escuela me dicen bin laden
por que??
por que me tire a las gemelas. #chistes RT.",1
"Miren, me voy a dormir y cuando despierte ya no van a estar aquí.

–Yo a mis ganas de coger.",1
Ya no sé quién se va más rápido si la quincena o mi ex.,1
Sería una lástima que alguien le dijera a los saqueadores que mi ex tiene cosas de valor en su casa con dirección #5 col. Jardines de la O.,1
Si no tiene facebook no cumple años.,1
"Nunca sabes qué tan gordo eres, hasta que te toman una foto desprevenido.",1
@metro_caracas Los únicos que disponen de bombas lacrimógena es la dictadura y los colectivos asesinos que son protegido por ellos...,0
"""El error de un hombre es creer que una mujer enamorada perdona todo por amor.""",0
loca me da tanta pena que seas tan alienada,0
"#TIPICO llamas a tu mama para que vea una foto en la computadora, y despues de verla se queda ahí y le dices -ya Mama ya puedes irte #RT",0
La gente es muy de cagarse en el amor y vivir lamentándose por estar sóla.,0
"Como dijo el jardinero : podemos, podemos  
#chistes #frases",1
#ApruebenReformas Las aprobaran cuando les quede la oya embarrada.,0
"Una polilla le dice a otra
-tenés comida?
-traje",1
"#NoFuiALasOlimpiadasPor que la única vez que corrí más rápido que Usain Bolt, fue cuando me robaron el celular e iba tras el ratero.",1
"Que ganas de morirme y arrastraros a todos conmigo, hijos de puta.",0
CREO QUE TENDRIA QUE HABER NACIDO CORDOBES #AHRE AMO MIL EL CUARTETO!!!,0
Estoy por ir a un asado y me estoy clavando un cuarto de helado antes,0
"¿Cómo le haces cosquillas a una bebé fresísima (sifrina, pituca, etc)? -Gucci, Gucci, Gucci...",1
Mañana es el cumpleaños de mi amor 😍❤️,0
"Soy de dar muchas oportunidades a la gente e intentar ver lo mejor en ellos, incluso cuando me han demostrado que no valen la pena.",0
Se puede vivir de empanadas? 🤤,0
"Todo en exceso es malo, menos los fines de semana.",0
"fuimos a trabajar y nos bajaron, quien se raja los mates con tortas fritas.??",0
"¿Qué es lo que más desea una servilleta?
¡Ser billete!",1
"—Mamá, ¿recuerdas que te dije que iba a estudiar con unos amigos?. —Sí.   —Bueno, necesito que nos saques de la cárcel.",1
"Me ahogo con los tuits de Amaia, casi no se mete pero cuando lo hace madre mia",0
Vaaaamos Leñaa Roja !!🔥,0
